Term,TF,IDF,TF-IDF
абсолютный,0.000331,3.506558,0.000676
авача,0.000331,2.302585,0.001526
авачинский,0.001326,4.60517,0.006106
авг,0.000331,3.912023,0.001067
август,0.004309,2.040221,0.001726
авил,0.000331,0.030459,0.001162
авт,0.000331,3.506558,0.001162
автограф,0.000331,2.302585,0.000837
автор,0.000331,2.65926,0.000296
авторство,0.000331,2.813411,3.1e-05
агрессивный,0.000331,4.60517,0.000837
администратор,0.000331,0.061875,0.001162
администрация,0.000331,1.386294,0.00055
адмирал,0.000663,2.995732,0.001303
адмиралтейство,0.000331,1.89712,0.000933
адрес,0.000663,1.560648,0.001004
адъютант,0.000994,0.776529,0.002979
айгунский,0.000994,4.60517,0.004579
актуальный,0.000331,0.051293,0.000763
александр,0.003977,2.813411,0.004064
алмазамикавалер,0.000331,1.89712,0.001526
алмазный,0.000331,0.051293,0.001297
алфавитуродившийся,0.000331,0.072571,0.001067
аму,0.000331,2.207275,0.001526
амур,0.011601,1.386294,0.032638
амурский,0.026848,3.218876,0.080429
ананьин,0.000331,2.995732,0.001526
английский,0.000994,1.660731,0.000936
англия,0.000331,4.60517,0.000487
ангнуть,0.000994,0.287682,0.001886
анна,0.00232,3.912023,0.004111
апрель,0.001657,1.832581,0.000522
армия,0.000663,2.207275,0.000607
артиллерия,0.000331,3.506558,0.000933
архангельск,0.000331,1.832581,0.000993
архив,0.002983,2.302585,0.003048
архивировать,0.005966,1.660731,0.001716
архивный,0.001657,1.237874,0.000903
атр,0.000663,4.60517,0.002325
афиша,0.000331,2.813411,0.001526
банкнот,0.000331,1.347074,0.000837
бант,0.000663,1.237874,0.002325
бантомкавалер,0.000663,1.427116,0.003053
баранов,0.000331,4.60517,0.001526
барельеф,0.000663,1.832581,0.003053
барсук,0.000331,1.049822,0.001162
барсуковый,0.000331,0.020203,0.001526
батальон,0.001326,2.65926,0.002926
батарея,0.000663,2.207275,0.001674
безвыездно,0.000331,2.813411,0.001526
безуспешно,0.000331,3.912023,0.000837
белый,0.000994,4.60517,0.001165
берег,0.001326,3.912023,0.001949
береговой,0.000663,3.506558,0.001865
беспорочный,0.000663,2.813411,0.003053
библиографический,0.000331,4.60517,0.00021
библиотека,0.000663,2.65926,0.000844
биографический,0.000994,4.60517,0.00389
биография,0.000663,0.798508,0.001215
благовещенск,0.00232,1.660731,0.010685
благовещенский,0.000994,0.941609,0.004579
близ,0.000331,1.237874,0.000587
близкий,0.000331,1.660731,0.000459
бог,0.000331,2.65926,0.000676
богородицк,0.000331,2.407946,0.001526
болезнь,0.000663,2.995732,0.001463
боль,0.000331,3.912023,0.001162
больший,0.000331,2.65926,0.000128
большой,0.000331,2.302585,0.000198
брат,0.001326,1.771957,0.002007
брокгауз,0.001326,0.385662,0.002007
брошюра,0.000331,0.040822,0.001162
будущее,0.000994,0.916291,0.001231
букер,0.000331,1.832581,0.001526
бурея,0.000331,0.84397,0.001526
буржуа,0.000331,0.693147,0.001526
буриловый,0.000331,1.609438,0.001526
буря,0.000994,2.525729,0.002979
бурятский,0.000331,1.89712,0.001526
буцинский,0.001326,0.941609,0.006106
бывший,0.000331,3.218876,0.000272
быть,0.001326,2.302585,0.00103
валериан,0.000994,1.021651,0.004579
валерианович,0.000331,3.218876,0.001526
варна,0.000331,2.207275,0.000993
василиевич,0.000663,0.941609,0.001463
василий,0.000331,3.506558,0.000837
вверить,0.000331,2.040221,0.001526
вдова,0.000331,0.051293,0.001297
вдоль,0.000331,2.525729,0.000798
ведомость,0.000994,2.040221,0.002195
везде,0.000331,2.813411,0.001067
век,0.000663,2.813411,0.000265
великий,0.000994,2.040221,0.001016
величество,0.000331,0.400478,0.000881
венюк,0.000331,1.021651,0.001526
венюков,0.000331,1.07881,0.001526
вероятно,0.000331,4.60517,0.00055
