Term,TF,IDF,TF-IDF
август,0.00103,0.173925,0.000179
автоматизировать,0.000515,1.39794,0.00072
авторитетный,0.000515,0.744727,0.000383
авторство,0.000515,0.040959,2.1e-05
адам,0.00103,0.920819,0.000948
акт,0.000515,0.769551,0.000396
активация,0.000515,1.30103,0.00067
активный,0.000515,0.60206,0.00031
аллен,0.00103,1.30103,0.00134
алфавит,0.000515,0.886057,0.000456
альцгеймер,0.00103,2.0,0.00206
амейотический,0.00103,2.0,0.00206
ампициллин,0.000515,2.0,0.00103
англ,0.006179,0.200659,0.00124
английский,0.000515,0.408935,0.000211
английскогостатья,0.000515,2.0,0.00103
анизогамия,0.000515,2.0,0.00103
антибиотик,0.000515,1.522879,0.000784
антиутопический,0.000515,2.0,0.00103
апомиксис,0.000515,2.0,0.00103
апрель,0.002575,0.136677,0.000352
архивировать,0.007209,0.124939,0.000901
архивный,0.00206,0.236572,0.000487
атака,0.000515,0.853872,0.00044
бактериальный,0.001545,2.0,0.00309
бактериофаг,0.000515,2.0,0.00103
бактерия,0.002575,1.522879,0.003921
безжизненный,0.000515,1.69897,0.000875
безлигазной,0.000515,2.0,0.00103
бесполый,0.001545,2.0,0.00309
библиографический,0.000515,0.275724,0.000142
биологический,0.00309,1.30103,0.00402
биология,0.00206,1.522879,0.003137
биомедицина,0.000515,2.0,0.00103
бионализм,0.00103,2.0,0.00206
биотехнологический,0.000515,2.0,0.00103
биотехнология,0.00103,2.0,0.00206
биохимия,0.000515,2.0,0.00103
благодаря,0.00103,0.468521,0.000483
бластоцист,0.00103,2.0,0.00206
бластуляция,0.000515,2.0,0.00103
близнец,0.001545,1.39794,0.00216
боевик,0.000515,0.958607,0.000494
бой,0.000515,0.677781,0.000349
болезнь,0.001545,0.958607,0.001481
больший,0.005149,0.167491,0.000862
большой,0.001545,0.259637,0.000401
броненосец,0.000515,2.0,0.00103
вариант,0.000515,0.537602,0.000277
ввести,0.00103,0.376751,0.000388
вводить,0.001545,0.920819,0.001422
вегетативный,0.002575,2.0,0.005149
век,0.00103,0.173925,0.000179
вектор,0.000515,1.522879,0.000784
