Term,TF,IDF,TF-IDF
авторство,0.00081,0.040959,3.3e-05
агео,0.00081,2.0,0.001619
административный,0.00081,0.60206,0.000487
адрес,0.002429,0.657577,0.001597
академический,0.00081,1.522879,0.001233
акр,0.00081,1.30103,0.001053
актриса,0.003239,0.823909,0.002669
актёр,0.00081,0.69897,0.000566
актёрский,0.00081,1.522879,0.001233
алфавитупоявиться,0.00081,2.0,0.001619
алфавитупро,0.00081,1.0,0.00081
алфавитуучебный,0.00081,2.0,0.001619
американский,0.004049,0.337242,0.001365
англ,0.010526,0.200659,0.002112
андерсон,0.00081,1.39794,0.001132
аниматор,0.00081,1.30103,0.001053
архивировать,0.001619,0.124939,0.000202
аспирант,0.001619,2.0,0.003239
аспирантура,0.00081,2.0,0.001619
ассоциированный,0.00081,1.39794,0.001132
атлетика,0.00081,1.09691,0.000888
базовый,0.00081,0.886057,0.000717
бакалавр,0.001619,2.0,0.003239
бакалавриат,0.002429,2.0,0.004858
безопасность,0.00081,0.481486,0.00039
библиографический,0.00081,0.275724,0.000223
библиотека,0.00081,0.552842,0.000448
бизнес,0.002429,0.657577,0.001597
биология,0.00081,1.522879,0.001233
более,0.00081,0.853872,0.000691
больший,0.001619,0.167491,0.000271
большой,0.00081,0.259637,0.00021
будущий,0.001619,0.657577,0.001065
бульвар,0.001619,1.522879,0.002466
быть,0.00081,0.337242,0.000273
венс,0.00081,2.0,0.001619
венсан,0.00081,2.0,0.001619
версия,0.004858,0.022276,0.000108
вестись,0.001619,0.638272,0.001034
весь,0.001619,0.229148,0.000371
весьма,0.001619,0.823909,0.001334
взрослый,0.001619,1.154902,0.00187
визуальный,0.00081,1.0,0.00081
викентий,0.00081,2.0,0.001619
викидать,0.00081,0.036212,2.9e-05
викимедиа,0.00081,0.040959,3.3e-05
википедия,0.003239,0.031517,0.000102
викисклад,0.001619,0.124939,0.000202
включая,0.00081,0.49485,0.000401
внешний,0.00081,0.173925,0.000141
возможность,0.00081,0.356547,0.000289
возраст,0.00081,0.744727,0.000603
воплощение,0.00081,1.69897,0.001376
восточный,0.002429,0.318759,0.000774
время,0.00081,0.065502,5.3e-05
входить,0.00081,0.431798,0.00035
выпускник,0.003239,1.30103,0.004214
вычислительный,0.004858,1.0,0.004858
географический,0.00081,0.69897,0.000566
год,0.016194,0.008774,0.000142
годувикипедия,0.00081,0.920819,0.000746
годууниверситет,0.00081,2.0,0.001619
голтшнейдер,0.00081,2.0,0.001619
город,0.002429,0.236572,0.000575
городок,0.002429,1.221849,0.002968
городской,0.001619,0.60206,0.000975
государственный,0.001619,0.275724,0.000447
готовить,0.004049,1.154902,0.004676
графика,0.00081,1.09691,0.000888
грир,0.00081,1.69897,0.001376
группа,0.00081,0.309804,0.000251
гудменовский,0.00081,2.0,0.001619
гуманитарный,0.004858,1.0,0.004858
данный,0.00081,0.443697,0.000359
дата,0.00081,0.055517,4.5e-05
два,0.001619,0.207608,0.000336
девиз,0.00081,1.0,0.00081
действовать,0.001619,0.022276,3.6e-05
делать,0.001619,0.420216,0.000681
деловой,0.001619,0.886057,0.001435
деннис,0.00081,2.0,0.001619
десять,0.002429,0.920819,0.002237
детский,0.001619,0.769551,0.001246
джаз,0.001619,2.0,0.003239
джексон,0.001619,1.39794,0.002264
джиллиана,0.00081,2.0,0.001619
джо,0.00081,1.154902,0.000935
джудить,0.00081,1.69897,0.001376
диаспора,0.00081,1.30103,0.001053
дипломный,0.00081,2.0,0.001619
диссертация,0.00081,1.30103,0.001053
дисциплина,0.00081,1.045757,0.000847
для,0.00081,0.275724,0.000223
дополнение,0.00081,0.69897,0.000566
дополнительный,0.003239,0.036212,0.000117
дорога,0.001619,0.481486,0.00078
дословно,0.00081,1.39794,0.001132
доступный,0.00081,0.022276,1.8e-05
дочь,0.00081,0.79588,0.000644
драма,0.00081,1.0,0.00081
драматургия,0.00081,2.0,0.001619
другой,0.002429,0.004365,1.1e-05
дэйль,0.00081,2.0,0.001619
ещё,0.00081,0.017729,1.4e-05
железный,0.00081,0.657577,0.000532
жизненный,0.00081,0.853872,0.000691
жизнь,0.00081,0.327902,0.000266
журналистика,0.00081,1.522879,0.001233
заведение,0.002429,0.769551,0.001869
заглавный,0.00081,0.022276,1.8e-05
законодательство,0.00081,0.69897,0.000566
занимать,0.001619,0.508638,0.000824
заниматься,0.00081,0.619789,0.000502
запад,0.00081,0.552842,0.000448
записьвойти,0.00081,0.031517,2.6e-05
зарегистрировать,0.00081,0.031517,2.6e-05
заявление,0.00081,0.022276,1.8e-05
звукозапись,0.00081,1.522879,0.001233
здоровье,0.003239,1.045757,0.003387
знак,0.00081,0.022276,1.8e-05
знание,0.00081,1.09691,0.000888
значительно,0.001619,0.356547,0.000577
игра,0.00081,0.346787,0.000281
известный,0.004049,0.283997,0.00115
иллинойс,0.001619,1.69897,0.002751
иметь,0.002429,0.113509,0.000276
иметься,0.004049,0.455932,0.001846
имя,0.002429,0.004365,1.1e-05
инженер,0.001619,0.657577,0.001065
институт,0.001619,0.619789,0.001004
инструмент,0.001619,0.026872,4.4e-05
интеллектуальный,0.00081,1.09691,0.000888
интерактивный,0.00081,1.154902,0.000935
интернатура,0.00081,2.0,0.001619
информация,0.001619,0.309804,0.000502
искусство,0.00081,0.356547,0.000289
исполнение,0.00081,0.744727,0.000603
использование,0.00081,0.008774,7e-06
