Term,TF,IDF,TF-IDF
абваб,0.000876,1.469676,0.004033
абхазия,0.001751,3.506558,0.003866
август,0.000876,1.89712,0.000351
автономный,0.000876,3.218876,0.001502
автор,0.001751,4.60517,0.001561
авторство,0.000876,2.995732,8.3e-05
азия,0.000876,2.525729,0.001214
академик,0.000876,0.891598,0.001722
алан,0.000876,0.994252,0.001661
альт,0.001751,4.60517,0.008065
андалус,0.000876,1.966113,0.003426
аннексия,0.000876,4.60517,0.001787
арабский,0.000876,2.120264,0.001287
армия,0.000876,1.89712,0.000802
артамон,0.000876,1.714798,0.002819
архивировать,0.001751,1.514128,0.000504
афганистан,0.000876,2.525729,0.001409
афганский,0.000876,2.207275,0.001661
ахать,0.000876,1.171183,0.002819
аэрофотоснимок,0.000876,2.120264,0.004033
баба,0.000876,1.609438,0.002819
багдад,0.000876,1.89712,0.002329
байтак,0.000876,0.820981,0.003071
балканский,0.000876,1.237874,0.002016
барский,0.000876,3.912023,0.003071
бартольд,0.000876,1.771957,0.003426
белгородский,0.000876,1.89712,0.002819
белый,0.004378,0.798508,0.005128
битва,0.012259,3.506558,0.015175
биться,0.000876,1.966113,0.003426
богдый,0.000876,2.207275,0.002623
болгарский,0.000876,1.347074,0.001933
болотников,0.000876,3.506558,0.003071
большой,0.000876,0.820981,0.000524
борьба,0.000876,4.60517,0.000847
булавин,0.000876,3.218876,0.002623
булгар,0.002627,2.525729,0.012098
булгарий,0.001751,2.407946,0.006141
булгарский,0.000876,3.506558,0.003071
буртас,0.001751,2.302585,0.008065
бухара,0.000876,1.272966,0.003071
быстро,0.000876,3.912023,0.001326
вагнер,0.000876,2.65926,0.002464
вариант,0.000876,1.560648,0.001084
вежа,0.004378,2.040221,0.015353
век,0.001751,2.813411,0.000701
векасвятослав,0.000876,3.506558,0.004033
великий,0.000876,3.912023,0.000895
венгерский,0.000876,1.203973,0.001661
венгрия,0.000876,2.995732,0.00125
вероятно,0.000876,2.302585,0.001454
вероятный,0.000876,4.60517,0.002329
версия,0.000876,4.60517,4.5e-05
