Term,TF,IDF,TF-IDF
абсолютный,0.000206,0.886057,0.000182
аварэ,0.000206,2.0,0.000411
август,0.001851,0.173925,0.000322
автор,0.000823,0.387216,0.000319
авторитетный,0.000411,0.744727,0.000306
авторство,0.000206,0.040959,8e-06
агрессивность,0.000206,1.69897,0.00035
адвенчер,0.000206,2.0,0.000411
адекватный,0.000206,1.522879,0.000313
адрес,0.000206,0.657577,0.000135
адресовать,0.000206,1.69897,0.00035
академический,0.000206,1.522879,0.000313
академия,0.000206,0.79588,0.000164
академос,0.000206,2.0,0.000411
активно,0.000823,0.585027,0.000481
активный,0.000617,0.60206,0.000372
актуально,0.000206,1.522879,0.000313
актёр,0.000617,0.69897,0.000431
али,0.000206,0.769551,0.000158
алфавитувикипедия,0.000206,0.721246,0.000148
алхимия,0.000206,2.0,0.000411
альбом,0.000617,1.045757,0.000645
альтернативный,0.000206,0.958607,0.000197
амаэ,0.000206,2.0,0.000411
американский,0.001029,0.337242,0.000347
аналитик,0.000206,1.045757,0.000215
аналитика,0.000206,1.522879,0.000313
аналогичный,0.000206,0.69897,0.000144
англ,0.00432,0.200659,0.000867
английский,0.000617,0.408935,0.000252
ани,0.000206,2.0,0.000411
аниматор,0.001646,1.30103,0.002141
анимационный,0.001851,1.221849,0.002262
анимация,0.004937,1.522879,0.007519
аниме,0.041144,1.09691,0.045131
анимегид,0.000206,2.0,0.000411
анимешник,0.000206,2.0,0.000411
анимешный,0.000206,2.0,0.000411
анимировать,0.000206,1.69897,0.00035
анимэ,0.000823,2.0,0.001646
антон,0.000206,0.920819,0.000189
антрополог,0.000206,1.69897,0.00035
антураж,0.000206,2.0,0.000411
аппликационный,0.000206,2.0,0.000411
апрель,0.005966,0.136677,0.000815
априори,0.000206,2.0,0.000411
аргумент,0.000206,0.823909,0.000169
арка,0.000206,2.0,0.000411
арх,0.000411,1.30103,0.000535
архив,0.000206,0.443697,9.1e-05
архивировать,0.00864,0.124939,0.001079
архивный,0.000617,0.236572,0.000146
аск,0.000206,2.0,0.000411
аспект,0.000206,0.853872,0.000176
ассоциация,0.000206,0.886057,0.000182
атмосферный,0.000206,1.522879,0.000313
атрибут,0.000411,0.920819,0.000379
аудио,0.000206,1.0,0.000206
аудиовставка,0.000206,2.0,0.000411
аудиодиск,0.000206,2.0,0.000411
аудиозапись,0.000206,2.0,0.000411
аудиопостановка,0.000206,2.0,0.000411
аудитория,0.003497,1.69897,0.005942
баба,0.000206,1.39794,0.000288
базовый,0.000206,0.886057,0.000182
банзать,0.000206,2.0,0.000411
бар,0.000206,1.154902,0.000238
барабанный,0.000206,2.0,0.000411
безапелляционность,0.000206,2.0,0.000411
безбрачие,0.000206,2.0,0.000411
бездомный,0.000206,1.522879,0.000313
безжизненный,0.000206,1.69897,0.00035
белый,0.000206,0.508638,0.000105
берлинский,0.000206,0.958607,0.000197
беспокойный,0.000206,2.0,0.000411
бетти,0.000206,2.0,0.000411
библиографический,0.000206,0.275724,5.7e-05
битва,0.000206,0.537602,0.000111
благодаря,0.000617,0.468521,0.000289
блеск,0.000206,2.0,0.000411
блестящий,0.000411,1.522879,0.000627
близкий,0.000617,0.60206,0.000372
блик,0.000206,1.30103,0.000268
блок,0.000411,0.677781,0.000279
бог,0.000206,0.886057,0.000182
богиня,0.000206,1.30103,0.000268
боевик,0.000411,0.958607,0.000394
боевой,0.000206,0.60206,0.000124
бой,0.000411,0.677781,0.000279
больший,0.00432,0.167491,0.000724
большинство,0.001234,0.376751,0.000465
большой,0.000206,0.259637,5.3e-05
бонусный,0.000206,2.0,0.000411
борис,0.00144,0.677781,0.000976
бравый,0.000206,2.0,0.000411
брать,0.000206,1.045757,0.000215
будущее,0.000206,0.537602,0.000111
буквальный,0.000206,2.0,0.000411
буп,0.000206,2.0,0.000411
быстро,0.000206,0.657577,0.000135
бэмбить,0.000206,2.0,0.000411
бюджет,0.000206,0.769551,0.000158
ваби,0.000206,2.0,0.000411
важность,0.000206,1.154902,0.000238
вариант,0.000206,0.537602,0.000111
варьироваться,0.000206,1.522879,0.000313
