Term,TF,IDF,TF-IDF
абдель,0.000264,1.39794,0.000369
абер,0.000264,1.69897,0.000448
абориген,0.000264,1.30103,0.000343
абрамович,0.000264,1.221849,0.000322
абу,0.000527,1.0,0.000527
авария,0.001055,1.154902,0.001218
август,0.00712,0.173925,0.001238
авербах,0.000264,1.69897,0.000448
аверелла,0.000264,1.69897,0.000448
авиабаза,0.000264,1.39794,0.000369
авиакатастрофа,0.000527,1.221849,0.000644
авианосный,0.000264,1.69897,0.000448
авиаперелёт,0.000264,1.69897,0.000448
авиация,0.001582,0.744727,0.001178
авив,0.000264,1.221849,0.000322
австралийский,0.001319,0.823909,0.001086
австралия,0.000264,0.853872,0.000225
австрийский,0.000527,0.744727,0.000393
австрия,0.000791,0.60206,0.000476
автогонки,0.000264,1.69897,0.000448
автогонщик,0.000264,1.221849,0.000322
автоматический,0.000527,0.769551,0.000406
автомобиль,0.001319,0.79588,0.001049
автономия,0.000264,1.045757,0.000276
автор,0.001319,0.387216,0.000511
авторство,0.000264,0.040959,1.1e-05
агент,0.000264,1.09691,0.000289
агне,0.000264,1.69897,0.000448
адамович,0.000264,1.522879,0.000402
администрация,0.000264,0.721246,0.00019
адмирал,0.000264,0.853872,0.000225
азлк,0.000264,1.69897,0.000448
акино,0.000527,1.69897,0.000896
акинфей,0.000264,1.522879,0.000402
акир,0.000264,1.69897,0.000448
акт,0.000791,0.769551,0.000609
актриса,0.007384,0.823909,0.006084
актёр,0.002637,0.69897,0.001843
акция,0.000791,0.744727,0.000589
алекс,0.000527,0.958607,0.000506
александр,0.001055,0.443697,0.000468
александрович,0.000527,0.958607,0.000506
алексей,0.000264,0.585027,0.000154
али,0.000527,0.769551,0.000406
альбервиль,0.000264,1.69897,0.000448
альбом,0.000264,1.045757,0.000276
альва,0.000527,1.69897,0.000896
альпинист,0.000264,1.30103,0.000343
алёша,0.000264,1.69897,0.000448
аманда,0.000527,1.30103,0.000686
амедео,0.000264,1.69897,0.000448
америка,0.000264,0.49485,0.00013
американец,0.000264,0.79588,0.00021
американский,0.011076,0.337242,0.003735
амритсар,0.000264,1.69897,0.000448
анатолий,0.000264,0.744727,0.000196
англ,0.000264,0.200659,5.3e-05
англиканский,0.000264,1.522879,0.000402
ангола,0.000264,1.39794,0.000369
