Term,TF,IDF,TF-IDF
абайя,0.000295,2.0,0.000591
абдул,0.000295,1.221849,0.000361
абдулазиз,0.000295,2.0,0.000591
абу,0.000295,1.0,0.000295
август,0.002068,0.173925,0.00036
австралиец,0.000295,2.0,0.000591
австралийский,0.000295,0.823909,0.000243
австралия,0.001182,0.853872,0.001009
австрия,0.000295,0.60206,0.000178
автомобильный,0.000886,0.920819,0.000816
автономный,0.000295,0.744727,0.00022
авторство,0.000295,0.040959,1.2e-05
агадирский,0.000295,2.0,0.000591
агеев,0.000295,1.69897,0.000502
агломерация,0.000295,1.221849,0.000361
аден,0.000591,1.39794,0.000826
аджман,0.000295,1.69897,0.000502
административный,0.001182,0.60206,0.000711
администрация,0.000295,0.721246,0.000213
адрес,0.000295,0.657577,0.000194
азад,0.000295,2.0,0.000591
азиат,0.000295,1.522879,0.00045
азиз,0.000295,1.39794,0.000413
азиипризнанный,0.000295,2.0,0.000591
азия,0.002068,0.60206,0.001245
айленд,0.000295,1.221849,0.000361
акротири,0.000886,1.154902,0.001024
алаа,0.000295,2.0,0.000591
алеппо,0.000295,1.69897,0.000502
алжир,0.000591,1.221849,0.000722
али,0.000295,0.769551,0.000227
алфавитувикипедия,0.000295,0.721246,0.000213
аль,0.002068,0.823909,0.001704
америка,0.000886,0.49485,0.000439
амур,0.000295,1.221849,0.000361
аназ,0.000295,2.0,0.000591
ангилья,0.000295,1.522879,0.00045
англ,0.002068,0.200659,0.000415
англичанин,0.000295,0.958607,0.000283
англия,0.000295,0.638272,0.000189
ангнуть,0.000295,0.823909,0.000243
андаман,0.000295,1.69897,0.000502
андаманскией,0.000295,1.69897,0.000502
аннексия,0.000591,0.886057,0.000524
антарктика,0.000591,1.522879,0.0009
антарктический,0.000295,1.522879,0.00045
антигуа,0.000591,1.39794,0.000826
аомынь,0.000295,2.0,0.000591
апрель,0.000591,0.136677,8.1e-05
араб,0.001477,1.09691,0.00162
арабский,0.004727,0.638272,0.003017
аравийский,0.000295,1.522879,0.00045
аравия,0.005318,0.744727,0.00396
аргумент,0.000295,0.823909,0.000243
ардаланский,0.000295,1.69897,0.000502
аренда,0.000295,1.69897,0.000502
армия,0.000591,0.39794,0.000235
арх,0.000295,1.30103,0.000384
архивировать,0.005318,0.124939,0.000664
архивный,0.000295,0.236572,7e-05
архитектор,0.000591,0.886057,0.000524
архитектура,0.000591,0.638272,0.000377
архитектурный,0.000295,1.09691,0.000324
асим,0.000295,2.0,0.000591
асир,0.000295,1.69897,0.000502
ассамблея,0.001477,0.823909,0.001217
аста,0.000295,1.0,0.000295
астрель,0.000295,1.39794,0.000413
атабу,0.000295,2.0,0.000591
атлас,0.000295,1.30103,0.000384
аулак,0.000295,1.522879,0.00045
афганистан,0.001182,0.69897,0.000826
африка,0.002068,0.657577,0.00136
африканец,0.000295,2.0,0.000591
африканский,0.000295,1.09691,0.000324
ахмади,0.000886,2.0,0.001773
ахмед,0.000886,1.045757,0.000927
ашмор,0.000295,1.69897,0.000502
бабан,0.000295,1.69897,0.000502
багамский,0.000295,1.39794,0.000413
багдад,0.000295,1.154902,0.000341
багдадский,0.000295,1.522879,0.00045
база,0.000295,0.522879,0.000154
байян,0.000295,2.0,0.000591
бан,0.001477,1.39794,0.002065
бангка,0.000295,1.69897,0.000502
бангладеш,0.001182,1.045757,0.001236
барбадос,0.000295,1.69897,0.000502
барбуда,0.000591,1.39794,0.000826
баротселанда,0.000295,1.69897,0.000502
баррель,0.000295,1.39794,0.000413
басра,0.000591,2.0,0.001182
бассейн,0.000295,0.920819,0.000272
басутоленд,0.000295,1.69897,0.000502
бахрейн,0.002659,0.958607,0.002549
башня,0.000295,1.221849,0.000361
бедный,0.000295,1.0,0.000295
бедуинский,0.000295,2.0,0.000591
бежать,0.000295,0.769551,0.000227
безопасность,0.000295,0.481486,0.000142
бейхан,0.000295,1.522879,0.00045
белиз,0.000295,1.69897,0.000502
белитунг,0.000295,1.69897,0.000502
белый,0.000295,0.508638,0.00015
бенгальский,0.000295,1.221849,0.000361
бенкулен,0.000295,1.69897,0.000502
берег,0.001477,0.638272,0.000943
береговой,0.000295,1.221849,0.000361
бермудский,0.000295,1.522879,0.00045
бечуаналенд,0.000591,1.39794,0.000826
библиографический,0.000295,0.275724,8.1e-05
бить,0.000295,1.09691,0.000324
благодаря,0.000295,0.468521,0.000138
ближневосточный,0.000295,1.221849,0.000361
ближний,0.000295,1.221849,0.000361
близость,0.000295,1.39794,0.000413
блюдо,0.000295,1.39794,0.000413
богатый,0.000295,0.886057,0.000262
больший,0.002068,0.167491,0.000346
большинство,0.000591,0.376751,0.000223
большой,0.000591,0.259637,0.000153
бомбейский,0.000295,1.69897,0.000502
борнео,0.000295,1.69897,0.000502
борьба,0.000295,0.420216,0.000124
ботсвана,0.000295,1.69897,0.000502
бразилия,0.000295,1.0,0.000295
брансуик,0.000295,1.69897,0.000502
британец,0.000295,1.39794,0.000413
британия,0.001477,1.154902,0.001706
британский,0.008272,0.356547,0.002949
бритый,0.001477,1.221849,0.001805
бруней,0.000591,1.09691,0.000648
бубиян,0.000591,2.0,0.001182
бутан,0.000886,1.0,0.000886
буферный,0.000295,1.69897,0.000502
былой,0.000295,1.522879,0.00045
быстрый,0.000295,0.69897,0.000206
быть,0.000295,0.337242,0.0001
бэй,0.000591,1.30103,0.000769
бюджет,0.000295,0.769551,0.000227
важный,0.000591,0.443697,0.000262
валюта,0.001477,0.920819,0.00136
ван,0.000295,0.677781,0.0002
ванкувер,0.000591,1.09691,0.000648
вануату,0.000295,1.39794,0.000413
варба,0.000591,2.0,0.001182
вассальный,0.000295,1.30103,0.000384
ватаня,0.000295,2.0,0.000591
вахидти,0.000295,1.522879,0.00045
ввести,0.000295,0.376751,0.000111
ввиду,0.000295,1.09691,0.000324
ввп,0.001182,1.221849,0.001444
ввс,0.000295,1.045757,0.000309
вдохновить,0.000295,1.154902,0.000341
век,0.000591,0.173925,0.000103
великобритания,0.002659,0.408935,0.001087
величина,0.000295,0.886057,0.000262
венесуэла,0.000295,1.0,0.000295
вернуть,0.000295,0.744727,0.00022
версия,0.000886,0.022276,2e-05
верхний,0.000591,0.657577,0.000389
верховный,0.000295,0.585027,0.000173
вест,0.000295,1.69897,0.000502
вестник,0.000591,0.823909,0.000487
весь,0.001182,0.229148,0.000271
взрывать,0.000295,1.69897,0.000502
взять,0.000295,0.420216,0.000124
викигид,0.000295,1.30103,0.000384
викигидвикипедия,0.000295,1.522879,0.00045
викиданныхвикипедия,0.000295,1.154902,0.000341
викидать,0.000295,0.036212,1.1e-05
викимедиа,0.000295,0.040959,1.2e-05
википедия,0.001477,0.031517,4.7e-05
викисклад,0.000591,0.124939,7.4e-05
викискладстатья,0.000295,1.0,0.000295
виктория,0.000591,0.958607,0.000566
вилайет,0.000295,1.221849,0.000361
винсент,0.000591,1.69897,0.001004
виргиния,0.000295,1.39794,0.000413
виргинский,0.000295,1.39794,0.000413
витуленд,0.000295,1.69897,0.000502
включать,0.000591,0.481486,0.000284
включая,0.000295,0.49485,0.000146
включить,0.000591,0.537602,0.000318
власть,0.000886,0.356547,0.000316
вмешательство,0.000295,0.769551,0.000227
внешний,0.002363,0.173925,0.000411
вновь,0.000591,0.638272,0.000377
военный,0.001182,0.229148,0.000271
возвращать,0.000295,0.958607,0.000283
возглавлять,0.000295,0.823909,0.000243
вознесение,0.000295,1.39794,0.000413
возраст,0.000295,0.744727,0.00022
возрастной,0.000295,1.69897,0.000502
возрастный,0.000295,2.0,0.000591
воинский,0.000295,0.920819,0.000272
война,0.002068,0.19382,0.000401
войско,0.001477,0.408935,0.000604
войти,0.000295,0.481486,0.000142
волшебный,0.000295,0.327902,9.7e-05
вооружённый,0.001773,0.585027,0.001037
восстановить,0.000295,0.60206,0.000178
восток,0.001182,0.481486,0.000569
восточный,0.002363,0.318759,0.000753
впервые,0.000295,0.337242,0.0001
временной,0.000295,0.537602,0.000159
время,0.000886,0.065502,5.8e-05
всемирный,0.000295,0.552842,0.000163
всеобщий,0.000295,0.60206,0.000178
вскоре,0.000591,0.69897,0.000413
вступить,0.000295,0.585027,0.000173
всё,0.000591,0.180456,0.000107
вторгнуться,0.000591,1.154902,0.000682
вторжение,0.000886,0.69897,0.000619
второе,0.000295,0.886057,0.000262
второй,0.000591,0.173925,0.000103
входить,0.000295,0.431798,0.000128
входящий,0.000295,0.853872,0.000252
вхождение,0.000295,1.0,0.000295
