Term,TF,IDF,TF-IDF
абундия,0.001016,0.127833,0.004678
авантюрист,0.000508,2.813411,0.002339
август,0.000508,1.514128,0.000203
авиакомпания,0.000508,2.65926,0.001635
австралийский,0.001016,3.506558,0.001927
австралия,0.000508,2.120264,0.000999
австрийский,0.000508,4.60517,0.000871
автогонщик,0.001016,0.798508,0.002858
автоматический,0.000508,0.867501,0.0009
автономия,0.000508,0.941609,0.001223
автор,0.003555,0.653926,0.00317
авторство,0.000508,3.506558,4.8e-05
адмирал,0.000508,0.994252,0.000999
азбука,0.000508,2.302585,0.002339
азия,0.000508,1.108663,0.000704
академик,0.000508,3.218876,0.000999
актриса,0.001016,2.407946,0.001927
актёр,0.004571,1.560648,0.007356
акчурин,0.000508,1.07881,0.002339
алаш,0.000508,0.174353,0.002339
алек,0.000508,2.525729,0.001781
александр,0.002031,3.506558,0.002075
александра,0.000508,2.813411,0.001781
александро,0.000508,1.714798,0.002339
альберто,0.000508,3.506558,0.001781
альвено,0.000508,1.560648,0.002339
американец,0.000508,4.60517,0.000931
американский,0.005079,1.203973,0.003944
амфиан,0.000508,2.813411,0.002339
амфиана,0.000508,1.108663,0.002339
анатолий,0.001524,2.207275,0.002613
англ,0.000508,4.60517,0.000235
английский,0.002539,1.171183,0.002391
англия,0.001016,3.218876,0.001493
ангнуть,0.001016,0.84397,0.001927
андерсен,0.001524,1.714798,0.005343
андре,0.000508,2.995732,0.001521
антон,0.000508,0.385662,0.001077
аня,0.000508,0.755023,0.002339
апиан,0.000508,2.207275,0.002339
аполлониадский,0.000508,1.609438,0.002339
аппарат,0.000508,4.60517,0.000999
апрель,0.00965,3.218876,0.003037
апреляскрыть,0.000508,2.995732,0.002339
аранжировщик,0.000508,0.967584,0.002339
арафат,0.000508,3.506558,0.001987
аргентина,0.001016,0.967584,0.001927
аргентинский,0.002031,3.912023,0.004484
арестовать,0.000508,3.912023,0.000963
арльт,0.000508,1.89712,0.002339
армия,0.002539,1.309333,0.002327
артист,0.004571,2.302585,0.010089
артур,0.000508,0.020203,0.001521
архивировать,0.001016,1.832581,0.000292
архивный,0.000508,3.218876,0.000277
архиепископ,0.001016,2.995732,0.002858
астроном,0.001524,1.514128,0.004052
астрофизик,0.000508,1.560648,0.001521
аутизм,0.000508,2.407946,0.002339
афганский,0.000508,2.302585,0.000963
афины,0.000508,3.506558,0.001521
бавария,0.000508,2.407946,0.001521
бадди,0.000508,0.597837,0.002339
база,0.000508,3.218876,0.000611
байдарочник,0.000508,2.207275,0.002339
балет,0.000508,1.966113,0.001635
балетмейстер,0.001016,2.120264,0.00327
балухатый,0.000508,4.60517,0.002339
барабанщик,0.000508,1.966113,0.002339
барбара,0.000508,3.506558,0.001987
барокко,0.001016,1.07881,0.00327
батлер,0.000508,4.60517,0.001429
баттистый,0.000508,3.912023,0.002339
бахтин,0.000508,0.820981,0.002339
бегун,0.000508,0.941609,0.001521
беларусь,0.000508,1.714798,0.001121
белоруссия,0.001016,0.693147,0.0018
белый,0.000508,2.120264,0.000595
бен,0.000508,2.040221,0.001223
бенциан,0.000508,1.237874,0.002339
березовский,0.000508,2.302585,0.002339
бернар,0.000508,0.616186,0.002339
бернард,0.000508,2.65926,0.001781
берёза,0.000508,2.525729,0.001987
бетаня,0.000508,1.469676,0.002339
библиограф,0.001016,2.995732,0.004678
библиотека,0.000508,1.832581,0.000647
биг,0.000508,2.120264,0.001521
бирк,0.000508,0.71335,0.002339
битва,0.000508,0.867501,0.000629
блогер,0.000508,2.120264,0.001635
бой,0.000508,1.469676,0.000793
боксёр,0.000508,2.040221,0.001635
болезнь,0.000508,2.995732,0.001121
бонно,0.000508,1.771957,0.002339
борис,0.001016,3.912023,0.001585
борт,0.000508,1.660731,0.001077
боснийский,0.000508,0.798508,0.001429
бразильский,0.000508,2.525729,0.001169
брак,0.000508,0.072571,0.000963
бракосочетание,0.000508,2.120264,0.002339
брат,0.000508,0.083382,0.000769
брачный,0.000508,4.60517,0.001987
британский,0.002031,2.525729,0.001668
бронах,0.000508,2.302585,0.002339
бронахи,0.000508,3.912023,0.002339
бронзовый,0.000508,3.912023,0.001521
броун,0.000508,4.60517,0.002339
брэбить,0.000508,4.60517,0.002339
будущее,0.000508,3.218876,0.000629
бухта,0.000508,1.89712,0.001283
бывший,0.000508,1.660731,0.000417
важный,0.000508,0.634878,0.000519
валдис,0.000508,3.912023,0.002339
валле,0.000508,2.407946,0.002339
валтерс,0.000508,1.832581,0.002339
вальтер,0.000508,1.966113,0.001781
варшава,0.000508,2.302585,0.001169
василий,0.001524,2.813411,0.003848
век,0.012697,2.65926,0.005085
великий,0.001016,1.021651,0.001038
великобритания,0.000508,3.912023,0.000478
венгерский,0.000508,0.385662,0.000963
вероисповедный,0.000508,0.385662,0.002339
версия,0.001016,4.60517,5.2e-05
вес,0.000508,4.60517,0.001077
весь,0.001016,1.171183,0.000536
ветвь,0.000508,1.07881,0.001121
взрыв,0.001016,3.218876,0.001742
взрывной,0.000508,0.020203,0.001521
взрывчатка,0.000508,2.525729,0.001987
видный,0.000508,1.832581,0.000999
викидать,0.000508,2.65926,4.2e-05
викимедиа,0.000508,1.832581,4.8e-05
википедия,0.001524,3.218876,0.000111
викисклад,0.001016,2.995732,0.000292
виктор,0.001524,1.07881,0.002613
виндж,0.000508,3.506558,0.001987
високосный,0.000508,2.302585,0.001169
владимир,0.001524,2.120264,0.001784
владлен,0.000508,3.506558,0.002339
власть,0.000508,1.272966,0.000417
военный,0.003047,2.525729,0.001608
воздушный,0.001524,2.813411,0.002613
возле,0.000508,2.65926,0.001077
возможность,0.000508,0.673345,0.000417
воинский,0.000508,3.912023,0.001077
воинственный,0.000508,0.967584,0.002339
война,0.004063,0.261365,0.001813
войско,0.001016,0.634878,0.000956
войтыл,0.000508,1.660731,0.002339
вооружённый,0.000508,4.60517,0.000684
ворота,0.000508,4.60517,0.001223
воскресение,0.000508,2.813411,0.001635
воспользоваться,0.000508,1.386294,0.000843
восстание,0.000508,2.207275,0.000817
