Term,TF,IDF,TF-IDF
австралия,0.000394,3.912023,0.000775
австрия,0.000394,1.832581,0.000547
автомат,0.000789,4.60517,0.002539
автомобиль,0.001577,1.514128,0.002891
авторский,0.000394,3.912023,0.000805
авторство,0.000394,3.912023,3.7e-05
академия,0.000394,1.609438,0.000723
аккуратность,0.000394,2.302585,0.001816
алфавит,0.000394,1.609438,0.000805
америка,0.000789,1.514128,0.000899
анализ,0.000394,1.108663,0.000805
аналитический,0.000394,1.966113,0.001543
англ,0.000394,3.218876,0.000182
англия,0.000394,2.120264,0.00058
англосаксонский,0.000789,1.89712,0.003085
англоязычный,0.000394,1.609438,0.001109
апрель,0.000394,3.218876,0.000124
армия,0.001972,1.469676,0.001807
архивировать,0.001183,0.967584,0.00034
архивный,0.001972,1.771957,0.001074
асимметричный,0.000394,2.813411,0.001543
атлас,0.000394,2.302585,0.001181
баиов,0.000394,2.813411,0.001816
безопасность,0.000394,1.609438,0.000437
беречь,0.000394,0.616186,0.001816
библиографический,0.000789,0.051293,0.000501
биологический,0.000394,1.272966,0.001181
битый,0.000394,1.89712,0.001383
благосостояние,0.000394,3.912023,0.001269
блиндаж,0.000394,2.525729,0.001543
блицкриг,0.000394,0.941609,0.001816
бмп,0.001972,0.820981,0.00908
богданович,0.000394,3.912023,0.001269
боевой,0.004338,2.813411,0.006013
бой,0.001972,0.867501,0.003077
больший,0.001577,2.65926,0.000608
борьба,0.001577,0.755023,0.001526
бригада,0.000394,4.60517,0.000805
броневой,0.000394,3.506558,0.001543
бронетранспортёр,0.000394,1.347074,0.001816
бтр,0.001972,1.609438,0.00908
бундесвер,0.000394,2.813411,0.001816
быт,0.000394,1.237874,0.000996
вавилон,0.000394,3.218876,0.001816
важный,0.000789,2.407946,0.000806
ввс,0.000394,2.995732,0.00095
вегеция,0.001183,0.061875,0.005448
ведение,0.004338,1.660731,0.007438
век,0.001183,2.120264,0.000474
великий,0.000394,2.525729,0.000403
венгрия,0.000394,0.083382,0.000563
версия,0.000394,1.714798,2e-05
вести,0.000789,0.150823,0.001004
взаимосвязанный,0.000394,1.309333,0.001543
взвод,0.000394,1.771957,0.001269
взгляд,0.000394,0.798508,0.000748
взрывчатый,0.000394,2.040221,0.001383
вид,0.00276,3.218876,0.001805
видимость,0.000394,1.832581,0.001109
викидать,0.000394,0.562119,3.3e-05
викимедиа,0.000394,2.302585,3.7e-05
википедия,0.002366,3.218876,0.000172
викисклад,0.000394,0.094311,0.000113
викискладвикипедия,0.000394,2.302585,0.000908
викисловарецитат,0.000394,2.407946,0.001269
викисловарьстатья,0.000394,0.673345,0.000996
викицитатникстатья,0.000394,3.912023,0.000996
включать,0.002366,3.912023,0.002623
вкп,0.000394,2.813411,0.001383
владеть,0.000394,1.771957,0.000908
влияние,0.000789,2.207275,0.000763
влиять,0.000394,2.407946,0.000836
вместе,0.000789,1.609438,0.000763
вмф,0.000789,3.506558,0.002219
внешний,0.001577,0.867501,0.000632
внутренний,0.000789,3.218876,0.000666
вода,0.000394,3.506558,0.00058
водитель,0.000394,3.218876,0.001181
водный,0.000394,0.083382,0.000836
воевать,0.000394,0.776529,0.000836
воениздат,0.000394,0.941609,0.001269
военнообязанный,0.001577,1.89712,0.007264
военнослужащий,0.003549,1.07881,0.008546
военный,0.088722,3.218876,0.046813
воздух,0.000789,0.083382,0.001551
воздушный,0.000789,3.218876,0.001352
возможно,0.000789,0.051293,0.001093
возникать,0.000394,4.60517,0.000805
возраст,0.000394,1.108663,0.000676
воин,0.000394,1.560648,0.000748
воинский,0.001972,4.60517,0.00418
вой,0.000394,3.218876,0.001543
война,0.010647,2.040221,0.004751
войско,0.007886,2.813411,0.007426
волшебный,0.000394,1.07881,0.000298
вооружение,0.00276,0.527633,0.005237
вооружённый,0.007886,1.347074,0.010624
вопрос,0.003155,2.040221,0.001944
