Term,TF,IDF,TF-IDF
август,0.007066,1.714798,0.00283
австрийский,0.000416,0.051293,0.000713
австрия,0.000416,2.525729,0.000576
австро,0.005403,3.218876,0.012441
автономный,0.000416,3.218876,0.000713
авторство,0.000416,2.813411,3.9e-05
албанец,0.000416,3.506558,0.001338
алжирский,0.000416,1.07881,0.001105
америка,0.000416,1.514128,0.000474
американский,0.001247,2.302585,0.000968
америкать,0.000416,2.65926,0.001245
амнистия,0.000416,1.771957,0.001626
ангнуть,0.010391,2.995732,0.019712
анна,0.000416,2.207275,0.000736
антирента,0.000416,3.218876,0.001457
апельсиновый,0.000416,0.867501,0.001338
апрель,0.001663,2.207275,0.000523
апрельский,0.000416,3.912023,0.001914
арабский,0.000416,0.673345,0.000611
арауканий,0.000416,1.469676,0.001457
аргентина,0.000416,0.967584,0.000788
аргентино,0.000416,2.040221,0.001457
аргентинский,0.000416,2.407946,0.000917
арестовать,0.000416,3.506558,0.000788
арикар,0.000416,4.60517,0.001457
армия,0.002078,0.527633,0.001904
арустукский,0.000416,2.302585,0.001457
архивный,0.000416,0.072571,0.000226
атака,0.000416,1.89712,0.000817
атаквать,0.000416,4.60517,0.001914
атаковать,0.001247,1.514128,0.003149
афганский,0.000831,4.60517,0.001577
ахать,0.000416,4.60517,0.001338
ахмед,0.000416,2.207275,0.001001
бабич,0.004988,2.813411,0.022968
банат,0.000416,2.120264,0.001245
баннокский,0.000831,1.714798,0.002915
бановина,0.001663,0.673345,0.005351
баньин,0.000416,2.302585,0.001914
баня,0.000831,0.916291,0.002211
батальон,0.003325,2.813411,0.007339
бачван,0.000416,2.525729,0.001914
бачович,0.000416,2.813411,0.001914
башибузук,0.002494,2.302585,0.011484
бежать,0.001663,1.609438,0.002946
белград,0.000831,3.506558,0.002002
бельгиец,0.000416,3.506558,0.001338
бельгийский,0.000416,2.525729,0.000881
бельгийско,0.000831,2.525729,0.002915
берберийский,0.000831,0.84397,0.002915
берег,0.000416,3.506558,0.000611
берлинский,0.002078,2.120264,0.004587
библиографический,0.000416,3.912023,0.000264
биг,0.000831,1.966113,0.00249
билбий,0.000416,2.207275,0.001914
билбия,0.000416,2.65926,0.001914
билечить,0.000416,2.207275,0.001457
бильбия,0.000416,2.407946,0.001914
бильечский,0.000831,2.040221,0.003828
бирманский,0.001247,1.203973,0.003735
битва,0.002909,1.771957,0.003601
биться,0.000416,4.60517,0.001626
бихач,0.000416,1.660731,0.001457
бишина,0.000416,4.60517,0.001914
близкий,0.000416,2.302585,0.000576
блокада,0.002078,1.237874,0.005526
блокировать,0.001247,2.407946,0.002544
богдан,0.001247,1.89712,0.004372
боевой,0.000831,1.966113,0.001152
боеприпас,0.000416,2.65926,0.001169
бой,0.001663,4.60517,0.002595
боксёрский,0.000416,1.386294,0.001338
болгария,0.000831,0.139262,0.001425
болгарский,0.001663,3.506558,0.00367
боливия,0.000416,0.941609,0.001245
больной,0.000416,1.469676,0.001245
больший,0.003741,2.407946,0.001443
большой,0.000831,3.218876,0.000497
борьба,0.000831,1.771957,0.000804
босанск,0.000416,1.771957,0.001914
босанский,0.000416,0.891598,0.001914
босанско,0.000831,1.966113,0.002915
босина,0.000416,3.912023,0.001457
боснийский,0.004988,1.347074,0.014032
боснийско,0.002909,3.218876,0.008716
босния,0.012053,2.813411,0.027754
босон,0.000416,2.995732,0.001338
бравско,0.000416,0.967584,0.001914
бразилия,0.000831,2.302585,0.001914
бразильский,0.001247,2.995732,0.002871
брат,0.000416,3.218876,0.000629
британский,0.001247,0.020203,0.001024
будапештский,0.000416,0.072571,0.001626
бурский,0.000831,4.60517,0.002676
бутанский,0.000416,1.108663,0.001245
быстро,0.000416,0.061875,0.000629
быть,0.000416,2.207275,0.000323
василь,0.000416,1.966113,0.001457
васо,0.000831,4.60517,0.003828
введенский,0.000416,2.040221,0.001914
век,0.000831,1.108663,0.000333
векаистория,0.000416,1.07881,0.001914
великий,0.001247,0.020203,0.001274
вена,0.000416,2.995732,0.000957
венгр,0.000416,3.506558,0.001105
венгрия,0.003325,0.776529,0.004745
венесуэла,0.001247,2.040221,0.002871
венесуэльский,0.000831,0.094311,0.002211
венеция,0.000416,1.966113,0.001169
вернуться,0.001247,0.994252,0.002007
версия,0.002494,0.385662,0.000128
весна,0.001247,2.120264,0.002452
вести,0.000416,1.832581,0.000529
весь,0.000831,3.506558,0.000439
взять,0.001247,1.427116,0.001206
вид,0.000416,2.813411,0.000272
видович,0.000416,4.60517,0.001914
викидать,0.000416,0.820981,3.5e-05
викимедиа,0.000416,2.65926,3.9e-05
википедия,0.001247,2.995732,9e-05
викисклад,0.001663,0.776529,0.000478
викторио,0.000416,0.776529,0.001457
вилайет,0.000831,1.514128,0.002339
винтовка,0.000416,1.049822,0.001457
вичака,0.000416,4.60517,0.001914
включать,0.000416,3.218876,0.000461
включить,0.000416,2.65926,0.000514
владимир,0.000416,4.60517,0.000487
вместо,0.000416,1.514128,0.0005
вмешаться,0.000416,0.248461,0.001245
внести,0.000416,3.912023,0.000713
внешний,0.000831,3.912023,0.000333
воевода,0.000416,1.139434,0.001457
военный,0.001663,2.120264,0.000877
возвращаться,0.000416,2.65926,0.001105
война,0.022028,0.287682,0.009831
войско,0.002909,3.506558,0.00274
войти,0.000831,1.660731,0.000922
вокруг,0.000416,2.407946,0.000576
волшебный,0.000416,0.820981,0.000314
вооружённый,0.000416,2.120264,0.00056
вопрос,0.000831,2.813411,0.000512
восстание,0.029094,3.218876,0.046825
восстаниеоснович,0.000416,2.65926,0.001914
восстать,0.000416,1.832581,0.001105
восточный,0.002909,2.040221,0.002135
