Term,TF,IDF,TF-IDF
автор,0.000709,0.755023,0.000632
авторство,0.000709,1.609438,6.7e-05
агильяр,0.000709,1.309333,0.003264
акамапичтлить,0.001417,2.525729,0.006528
акатль,0.002126,2.65926,0.009791
акольуа,0.001417,2.120264,0.006528
акоста,0.000709,0.579818,0.003264
альварад,0.000709,0.673345,0.003264
альтепетль,0.000709,2.525729,0.003264
амазонский,0.000709,1.966113,0.002485
амарантовый,0.000709,2.995732,0.003264
америка,0.004961,4.60517,0.005653
американский,0.000709,4.60517,0.00055
андский,0.000709,0.967584,0.002773
анналы,0.000709,0.820981,0.003264
антонио,0.001417,3.506558,0.004563
ареал,0.000709,1.237874,0.002281
аридоамерика,0.000709,1.966113,0.003264
армелина,0.000709,0.916291,0.002773
армия,0.000709,1.514128,0.000649
армянский,0.000709,0.287682,0.001256
археология,0.000709,3.218876,0.002281
архивировать,0.000709,2.207275,0.000204
архитектура,0.000709,1.832581,0.001042
аскапоцалько,0.000709,0.916291,0.003264
аскатитлана,0.000709,1.560648,0.003264
ассирийский,0.000709,2.302585,0.002281
аста,0.001417,1.560648,0.003264
астек,0.000709,2.525729,0.003264
астекский,0.001417,2.995732,0.006528
астрология,0.000709,4.60517,0.003264
астрономический,0.000709,1.427116,0.002485
астрономия,0.000709,0.693147,0.003264
атемостлить,0.000709,1.514128,0.003264
атль,0.000709,0.994252,0.003264
атлькауать,0.000709,4.60517,0.003264
ауисотль,0.000709,4.60517,0.003264
ацтек,0.009922,0.776529,0.045693
ацтекидоацтекский,0.000709,2.407946,0.003264
ацтекидоколумбовый,0.000709,1.514128,0.003264
ацтековкалендарь,0.000709,1.89712,0.003264
ацтековскрыть,0.000709,0.941609,0.003264
ацтекский,0.006378,3.218876,0.024953
ацтлан,0.000709,0.287682,0.003264
ашаякатль,0.000709,4.60517,0.003264
бахая,0.000709,1.714798,0.002281
бдение,0.001417,3.506558,0.006528
без,0.000709,2.995732,0.001503
бенгальский,0.000709,3.912023,0.001994
берналя,0.000709,2.813411,0.003264
бернардино,0.000709,2.302585,0.003264
библиографический,0.000709,1.771957,0.00045
благоприятный,0.000709,3.912023,0.001632
благословение,0.000709,2.995732,0.003264
