Term,TF,IDF,TF-IDF
абдалла,0.000539,0.693147,0.001733
абрамович,0.000539,2.995732,0.001515
абэ,0.000539,2.207275,0.002107
август,0.005385,0.798508,0.002157
авиация,0.001616,0.616186,0.00277
австрия,0.001077,0.867501,0.001493
автомобилестроение,0.000539,0.916291,0.001888
автомобиль,0.001616,1.07881,0.002961
автономия,0.000539,1.832581,0.001297
автономный,0.001616,2.120264,0.00277
авторство,0.000539,4.60517,5.1e-05
адмирал,0.000539,4.60517,0.001059
азербайджанский,0.000539,2.040221,0.00124
азия,0.004308,1.609438,0.005972
азнавура,0.000539,4.60517,0.002107
академик,0.001077,0.653926,0.002118
актёр,0.00377,3.912023,0.006067
аламьё,0.000539,1.771957,0.002107
албания,0.001616,1.660731,0.00408
албанский,0.000539,1.07881,0.001613
александр,0.000539,0.400478,0.00055
александрия,0.000539,3.506558,0.001888
александрович,0.001616,1.108663,0.003566
алексеев,0.000539,2.995732,0.001888
алексеевич,0.000539,2.813411,0.001515
алексей,0.000539,1.203973,0.000725
алтухов,0.000539,3.912023,0.002107
аль,0.000539,1.203973,0.001022
альпы,0.000539,2.525729,0.001733
алёшин,0.000539,0.967584,0.002107
американский,0.004308,0.733969,0.003345
амилкара,0.000539,2.207275,0.002107
амо,0.000539,4.60517,0.002107
анатолий,0.000539,2.302585,0.000923
английский,0.002693,2.813411,0.002535
андреевич,0.000539,1.771957,0.001515
аннексия,0.000539,0.967584,0.001099
антирумынский,0.000539,0.030459,0.002107
апрель,0.008078,2.525729,0.002542
арабский,0.000539,0.693147,0.000791
аравия,0.000539,3.506558,0.000923
аракелович,0.000539,1.560648,0.002107
армия,0.001616,0.967584,0.00148
армянский,0.000539,2.040221,0.000954
артист,0.000539,2.525729,0.001189
артистка,0.001077,2.207275,0.002593
архитектор,0.000539,4.60517,0.001099
ассиа,0.000539,2.525729,0.002107
асср,0.002693,2.207275,0.007575
астафьев,0.000539,2.207275,0.002107
аткинс,0.000539,2.995732,0.002107
ахмед,0.000539,2.302585,0.001297
ахмет,0.001077,0.755023,0.002864
ашот,0.000539,4.60517,0.001888
байконур,0.000539,1.386294,0.00136
балашов,0.000539,2.813411,0.001888
балерина,0.000539,3.506558,0.001733
балта,0.000539,0.941609,0.001888
банионис,0.000539,4.60517,0.002107
белорусский,0.000539,2.995732,0.001099
белый,0.000539,3.506558,0.000631
бенитый,0.000539,2.302585,0.002107
бенний,0.000539,4.60517,0.001888
бердибек,0.000539,2.813411,0.002107
бернетта,0.000539,2.525729,0.002107
бийо,0.000539,2.65926,0.002107
бисау,0.000539,0.314711,0.002107
богдый,0.000539,0.01005,0.001613
богословие,0.000539,2.302585,0.001888
большевик,0.000539,1.89712,0.001515
больший,0.000539,2.120264,0.000208
бондарев,0.000539,0.820981,0.002107
борис,0.000539,1.660731,0.00084
борьба,0.000539,2.120264,0.000521
бостон,0.000539,3.912023,0.001733
брандо,0.000539,2.65926,0.002107
британский,0.002693,0.400478,0.002211
брюинза,0.000539,2.525729,0.002107
бсз,0.000539,4.60517,0.002107
бсэ,0.008078,2.040221,0.02148
буддийский,0.000539,0.072571,0.001142
будущий,0.000539,2.995732,0.000815
бухарский,0.002154,2.302585,0.006453
буш,0.000539,1.07881,0.001888
быков,0.000539,1.139434,0.002107
бюро,0.000539,1.309333,0.001613
вадим,0.000539,4.60517,0.001297
валанда,0.000539,3.506558,0.002107
василиевич,0.001077,3.912023,0.002377
василь,0.000539,3.912023,0.001888
васильев,0.000539,2.813411,0.00124
вафд,0.001077,2.995732,0.004213
вафдистский,0.000539,1.427116,0.002107
ведомство,0.000539,3.506558,0.001022
вейцман,0.000539,4.60517,0.002107
век,0.005385,4.60517,0.002157
великий,0.003231,0.478036,0.003301
великобритания,0.001616,3.218876,0.001521
верник,0.000539,0.301105,0.002107
версия,0.000539,3.912023,2.8e-05
вестник,0.000539,0.385662,0.001022
весь,0.000539,2.995732,0.000284
ветеран,0.000539,3.912023,0.001515
вечером,0.000539,2.207275,0.001432
вещание,0.000539,4.60517,0.00136
византийский,0.000539,3.506558,0.000954
викидать,0.000539,2.995732,4.5e-05
викимедиа,0.000539,1.771957,5.1e-05
википедия,0.001616,3.218876,0.000117
викисклад,0.001077,1.272966,0.00031
викитека,0.000539,4.60517,0.001099
викитекемедиафайл,0.000539,2.65926,0.001189
викра,0.000539,2.207275,0.001432
виктор,0.001616,0.916291,0.00277
виллем,0.000539,2.813411,0.001888
вильсон,0.000539,0.941609,0.001888
високосный,0.000539,2.120264,0.00124
