Term,TF,IDF,TF-IDF
абаршахра,0.000286,3.506558,0.001317
аббас,0.000286,0.150823,0.00092
аббасид,0.000572,2.813411,0.001841
абия,0.000286,1.660731,0.001317
абу,0.00143,3.912023,0.003292
август,0.000286,0.776529,0.000115
авест,0.000286,2.813411,0.001317
австралия,0.000286,0.127833,0.000562
австрия,0.000286,2.207275,0.000396
автор,0.000572,1.560648,0.00051
авторитетный,0.000286,3.912023,0.00049
авторский,0.000286,1.832581,0.000583
авторство,0.000286,3.912023,2.7e-05
автохтонный,0.000286,3.506558,0.001317
адаптировать,0.000286,0.01005,0.000805
аджам,0.001716,3.506558,0.007901
администрация,0.000286,3.218876,0.000475
азербайджан,0.00143,2.525729,0.002534
азербайджанец,0.000572,3.506558,0.002237
азербайджанский,0.000286,0.84397,0.000658
азерь,0.001144,0.867501,0.005268
азия,0.00143,2.207275,0.001982
айван,0.000286,0.84397,0.001119
активный,0.000286,0.400478,0.000396
актуальный,0.000286,3.912023,0.000658
актёр,0.000572,1.660731,0.00092
алан,0.000286,3.506558,0.000542
али,0.000858,1.272966,0.00152
алфавит,0.000286,2.995732,0.000583
алфавитувикипедия,0.000286,1.714798,0.000475
алфавитуиранский,0.000286,2.813411,0.001317
аль,0.001144,3.218876,0.00217
амур,0.000572,0.941609,0.001609
аналитик,0.000286,3.506558,0.000689
анахит,0.000286,2.407946,0.001317
англ,0.000286,2.120264,0.000132
ансамбль,0.000286,3.218876,0.001317
античный,0.000858,2.813411,0.003356
антропологически,0.000286,4.60517,0.001317
антропология,0.000572,2.207275,0.002634
аншана,0.000572,4.60517,0.002634
аорс,0.000286,2.040221,0.001317
ападан,0.000286,1.309333,0.001317
апрель,0.000572,1.89712,0.00018
араб,0.002002,1.171183,0.005056
арабизировать,0.000286,1.108663,0.001317
арабский,0.00286,1.832581,0.004203
аравия,0.000286,0.072571,0.00049
аракчин,0.000286,2.995732,0.001317
ардашир,0.000286,4.60517,0.001317
ардебиль,0.000286,1.514128,0.001003
ареал,0.000286,4.60517,0.00092
армения,0.000286,1.469676,0.000524
армянин,0.000286,3.912023,0.000722
армянский,0.000286,1.660731,0.000507
аррана,0.000286,4.60517,0.001119
архив,0.000286,4.60517,0.000292
архивировать,0.010866,4.60517,0.003126
архивный,0.002288,0.941609,0.001246
архитектура,0.00143,3.912023,0.002101
аршакидский,0.000286,2.995732,0.001317
аспект,0.000286,0.061875,0.000562
ассимиляционный,0.000286,3.218876,0.001317
ассириец,0.000286,2.302585,0.000805
ассирийский,0.000286,2.65926,0.00092
ассирия,0.000286,0.510826,0.001003
ассоциироваться,0.000286,3.506558,0.001317
аттара,0.000286,4.60517,0.001317
афганистан,0.001144,3.218876,0.001841
афганский,0.000286,0.673345,0.000542
афшара,0.000286,2.040221,0.001317
ахваз,0.000286,1.514128,0.00092
ахеменид,0.000286,2.120264,0.001119
ахеменида,0.000286,1.660731,0.001317
ахеменидский,0.000858,3.912023,0.003356
ахл,0.000286,2.302585,0.001119
ачуметь,0.000286,4.60517,0.001317
баджувец,0.000286,2.407946,0.001317
базигера,0.000286,0.776529,0.001317
байлекан,0.000286,3.506558,0.001317
