Term,TF,IDF,TF-IDF
абзац,0.001282,1.427116,0.004496
авар,0.001282,2.207275,0.005015
август,0.001282,0.634878,0.000513
автокефальный,0.001282,2.120264,0.005904
автор,0.002564,2.65926,0.002286
авторство,0.001282,3.506558,0.000121
активный,0.001282,2.120264,0.001777
александр,0.001282,0.820981,0.00131
анатолий,0.007692,2.525729,0.013191
андалузия,0.001282,2.120264,0.005904
андалус,0.007692,2.995732,0.030092
андалусие,0.005128,2.302585,0.023616
апрель,0.008974,1.139434,0.002824
арабист,0.001282,2.302585,0.005904
арабский,0.002564,4.60517,0.003768
артамон,0.001282,2.040221,0.004127
балканы,0.003846,0.072571,0.008856
бездоказательный,0.001282,2.407946,0.005904
беляев,0.001282,2.407946,0.004496
благодаря,0.001282,1.108663,0.001383
боестолкновение,0.001282,1.966113,0.005015
бой,0.001282,1.560648,0.002001
болгарин,0.00641,1.966113,0.020634
болгария,0.002564,1.609438,0.004397
болгарский,0.001282,3.218876,0.00283
букса,0.001282,1.89712,0.005904
ваш,0.001282,2.120264,0.002272
великий,0.001282,3.506558,0.00131
венгр,0.001282,0.083382,0.003409
вера,0.001282,0.527633,0.002272
вероятный,0.002564,2.995732,0.006819
версия,0.002564,1.07881,0.000132
верховный,0.005128,0.030459,0.006908
вести,0.001282,1.237874,0.001632
византиец,0.001282,1.203973,0.005015
викимедиа,0.001282,2.995732,0.000121
википедия,0.005128,0.040822,0.000372
викиссылка,0.001282,2.813411,0.005904
владимир,0.008974,1.832581,0.010511
воевать,0.001282,4.60517,0.002718
военачальник,0.001282,1.966113,0.003087
возвращаться,0.001282,2.407946,0.003409
возникать,0.001282,1.771957,0.002616
возобновиться,0.001282,2.207275,0.004496
воин,0.002564,1.514128,0.004864
война,0.00641,1.203973,0.002861
войско,0.00641,2.813411,0.006036
волга,0.00641,2.813411,0.019203
волжский,0.002564,2.407946,0.007681
вопрос,0.005128,4.60517,0.00316
восток,0.001282,3.506558,0.001421
востоковедение,0.001282,2.995732,0.004496
восточный,0.001282,0.776529,0.000941
временной,0.001282,1.237874,0.001587
время,0.005128,3.218876,0.000773
всеобщий,0.001282,2.995732,0.001777
вторгнуться,0.001282,2.995732,0.003409
второй,0.001282,2.302585,0.000513
выбор,0.001282,2.995732,0.002063
высказываться,0.001282,4.60517,0.003238
галисий,0.001282,4.60517,0.005904
географический,0.001282,1.609438,0.002063
глобус,0.001282,2.65926,0.003087
говориться,0.001282,2.65926,0.00283
год,0.007692,3.912023,0.000155
гонсало,0.001282,3.506558,0.005015
город,0.001282,1.771957,0.000698
городище,0.001282,0.967584,0.005015
гугл,0.001282,0.867501,0.005904
гусак,0.002564,1.832581,0.011808
данный,0.001282,1.427116,0.00131
дата,0.001282,2.040221,0.000164
дать,0.003846,0.616186,0.002095
двинуться,0.001282,3.912023,0.003841
действие,0.001282,0.127833,0.000838
действительно,0.001282,0.967584,0.002952
действовать,0.001282,1.203973,6.6e-05
дельта,0.001282,2.65926,0.003607
день,0.002564,2.120264,0.000738
джурджание,0.001282,0.400478,0.005904
дирхем,0.001282,0.385662,0.005904
доверять,0.001282,1.272966,0.004127
доказать,0.001282,2.813411,0.002952
документ,0.001282,1.89712,0.001421
дон,0.001282,2.040221,0.002349
дополнительный,0.001282,3.218876,0.000107
достигнуть,0.001282,1.427116,0.001346
доступный,0.001282,0.072571,6.6e-05
древний,0.002564,3.912023,0.004127
древность,0.001282,3.912023,0.002616
другой,0.005128,3.218876,5.2e-05
дружинный,0.001282,4.60517,0.005904
дунай,0.00641,3.218876,0.019203
дунайский,0.003846,4.60517,0.010228
ездить,0.002564,1.660731,0.006819
если,0.001282,2.207275,0.00124
есть,0.001282,1.309333,0.002432
ещё,0.001282,4.60517,5.2e-05
завоевать,0.001282,2.120264,0.002952
заглавный,0.001282,3.506558,6.6e-05
заметить,0.001282,2.120264,0.002952
записьвойти,0.001282,4.60517,9.3e-05
зарегистрировать,0.001282,2.407946,9.3e-05
застава,0.001282,0.798508,0.004127
затем,0.001282,4.60517,0.001024
заявление,0.001282,3.912023,6.6e-05
звать,0.001282,3.506558,0.005015
знак,0.001282,1.171183,6.6e-05
знать,0.002564,1.771957,0.003768
значительно,0.001282,1.89712,0.001053
зрение,0.001282,1.660731,0.001679
зыбкий,0.001282,1.609438,0.005904
ибн,0.002564,0.072571,0.007681
игоревич,0.002564,2.040221,0.008254
именно,0.001282,4.60517,0.001207
иметь,0.001282,2.040221,0.000335
император,0.001282,1.660731,0.002001
императорский,0.001282,1.07881,0.002718
имхо,0.001282,3.506558,0.005904
имя,0.002564,3.218876,2.6e-05
иначе,0.001282,3.218876,0.001884
инструмент,0.002564,3.218876,0.000159
интенсивный,0.001282,1.347074,0.004127
инф,0.001282,2.302585,0.005904
информация,0.001282,3.912023,0.000915
иранист,0.001282,1.609438,0.005904
исключать,0.001282,1.272966,0.002718
исключительно,0.001282,1.237874,0.002349
ислам,0.001282,1.427116,0.002198
использование,0.001282,2.65926,2.6e-05
исправить,0.001282,1.966113,0.002349
историк,0.003846,0.020203,0.005489
историография,0.001282,1.309333,0.003607
источник,0.005128,0.510826,0.000209
итиль,0.002564,2.813411,0.010031
итог,0.001282,1.89712,0.001383
кавар,0.001282,1.832581,0.005904
каган,0.008974,3.912023,0.031469
каганат,0.001282,3.218876,0.005015
как,0.001282,0.597837,0.001175
какой,0.002564,1.07881,0.002481
калинин,0.001282,1.049822,0.004127
картина,0.001282,1.309333,0.002616
кафолик,0.001282,1.139434,0.005904
князь,0.002564,0.653926,0.004699
код,0.007692,2.65926,0.000725
коддобавить,0.001282,3.912023,0.005904
кодекс,0.001282,4.60517,7.9e-05
коновалов,0.002564,0.733969,0.010031
конфиденциальность,0.001282,1.021651,6.6e-05
концентрировать,0.001282,0.867501,0.004496
королёв,0.001282,3.218876,0.004127
короновать,0.001282,0.798508,0.005904
короткий,0.001282,1.514128,7.9e-05
коротко,0.001282,4.60517,0.004496
который,0.007692,2.813411,0.000314
крещение,0.001282,1.309333,0.004127
куда,0.001282,2.040221,0.005015
кук,0.001282,0.040822,9.3e-05
